Date,	Open,	High,	Low,	Close,	Volume
09-05-03,920.27002,933.77002,920.27002,933.409973,1326100000
12-05-03,933.409973,946.840027,929.299988,945.109985,1378800000
13-05-03,945.109985,947.51001,938.909973,942.299988,1418100000
14-05-03,942.299988,947.289978,935.23999,939.280029,1401800000
15-05-03,939.280029,948.22998,938.789978,946.669983,1508700000
16-05-03,946.669983,948.650024,938.599976,944.299988,1505500000
19-05-03,944.299988,944.299988,920.22998,920.77002,1375700000
20-05-03,920.77002,925.340027,912.049988,919.72998,1505300000
21-05-03,919.72998,923.849976,914.909973,923.419983,1457800000
22-05-03,923.419983,935.299988,922.539978,931.869995,1448500000
23-05-03,931.869995,935.200012,927.419983,933.219971,1201000000
27-05-03,933.219971,952.76001,927.330017,951.47998,1532000000
28-05-03,951.47998,959.390015,950.119995,953.219971,1559000000
29-05-03,953.219971,962.080017,946.22998,949.640015,1685800000
30-05-03,949.640015,965.380005,949.640015,963.590027,1688800000
02-06-03,963.590027,979.109985,963.590027,967,1662500000
03-06-03,967,973.02002,964.469971,971.559998,1450200000
04-06-03,971.559998,987.849976,970.719971,986.23999,1618700000
05-06-03,986.23999,990.140015,978.130005,990.140015,1693100000
06-06-03,990.140015,1007.690002,986.01001,987.76001,1837200000
09-06-03,987.76001,987.76001,972.590027,975.929993,1307000000
10-06-03,975.929993,984.840027,975.929993,984.840027,1275400000
11-06-03,984.840027,997.47998,981.609985,997.47998,1520000000
12-06-03,997.47998,1002.73999,991.27002,998.51001,1553100000
13-06-03,998.51001,1000.919983,984.27002,988.609985,1271600000
16-06-03,988.609985,1010.859985,988.609985,1010.73999,1345900000
17-06-03,1010.73999,1015.330017,1007.039978,1011.659973,1479700000
18-06-03,1011.659973,1015.119995,1004.609985,1010.090027,1488900000
19-06-03,1010.090027,1011.219971,993.080017,994.700012,1530100000
20-06-03,994.700012,1002.090027,993.359985,995.690002,1698000000
23-06-03,995.690002,995.690002,977.400024,981.640015,1398100000
24-06-03,981.640015,987.840027,979.080017,983.450012,1388300000
25-06-03,983.450012,991.640015,974.859985,975.320007,1459200000
26-06-03,975.320007,986.530029,973.799988,985.820007,1387400000
27-06-03,985.820007,988.880005,974.289978,976.219971,1267800000
30-06-03,976.219971,983.609985,973.599976,974.5,158.7200000
01-07-03,974.5,983.26001,962.099976,982.320007,1460200000
02-07-03,982.320007,993.780029,982.320007,993.75,1519300000
03-07-03,993.75,995.340027,985.700012,775900000,1429100000
07-07-03,985.700012,1005.559998,985.700012,1004.419983,1429100000
08-07-03,1004.419983,1008.919983,998.72998,1007.840027,1565700000
09-07-03,1007.840027,1010.429993,998.169983,1002.210022,1618000000
10-07-03,1002.210022,1002.210022,983.630005,988.700012,1465700000
11-07-03,988.700012,1000.859985,988.700012,998.140015,1212700000
14-07-03,998.140015,1015.409973,998.140015,1003.859985,1448900000
15-07-03,1003.859985,1009.609985,996.669983,1000.419983,1518600000
16-07-03,1000.419983,1003.469971,989.299988,994.090027,1662000000
17-07-03,994,994,978.599976,981.72998,1661400000
18-07-03,981.72998,994.25,981.710022,993.320007,1365200000
21-07-03,993.320007,993.320007,975.630005,978.799988,1254200000
22-07-03,978.799988,990.289978,976.080017,988.109985,1439700000
23-07-03,988.109985,989.859985,979.789978,988.609985,1362700000
24-07-03,988.609985,998.890015,981.070007,981.599976,1559000000
25-07-03,981.599976,998.710022,977.48999,998.679993,1397500000
28-07-03,998.679993,1000.679993,993.590027,996.52002,1328600000
29-07-03,996.52002,998.640015,984.150024,989.280029,1508900000
30-07-03,989.280029,992.619995,985.960022,987.48999,1391900000
31-07-03,987.48999,1004.590027,987.48999,990.309998,1608000000
01-08-03,990.309998,990.309998,978.859985,980.150024,1390600000
04-08-03,980.150024,985.75,966.789978,982.820007,1318700000
05-08-03,982.820007,982.820007,964.969971,965.460022,1351700000
06-08-03,965.460022,975.73999,960.840027,967.080017,1491000000
07-08-03,967.080017,974.890015,963.820007,974.119995,1389300000
08-08-03,974.119995,980.570007,973.830017,977.590027,1086600000
11-08-03,977.590027,985.460022,974.210022,980.590027,1022200000
12-08-03,980.590027,990.409973,979.900024,990.349976,1132300000
13-08-03,990.349976,992.5,980.849976,984.030029,1208800000
14-08-03,984.030029,991.909973,980.359985,990.51001,1186800000
15-08-03,990.51001,992.390015,987.099976,990.669983,636370000
18-08-03,990.669983,1000.349976,990.669983,999.73999,1127600000
19-08-03,999.73999,1003.299988,995.299988,1002.349976,1300600000
20-08-03,1002.349976,1003.539978,996.619995,1000.299988,1210800000
21-08-03,1000.299988,1009.530029,999.330017,1003.27002,1407100000
22-08-03,1003.27002,1011.01001,992.619995,993.059998,1308900000
25-08-03,993.059998,993.710022,987.909973,993.710022,971700000
26-08-03,993.710022,997.929993,983.570007,996.72998,1178700000
27-08-03,996.72998,998.049988,993.330017,996.789978,1051400000
28-08-03,996.789978,1004.119995,991.419983,1002.840027,1165200000
29-08-03,1002.840027,1008.849976,999.52002,1008.01001,945100000
02-09-03,1008.01001,1022.590027,1005.72998,1021.98999,1470500000
03-09-03,1021.98999,1029.339966,1021.98999,1026.27002,1675600000
04-09-03,1026.27002,1029.170044,1022.190002,1027.969971,1453900000
05-09-03,1027.969971,1029.209961,1018.190002,1021.390015,1465200000
08-09-03,1021.390015,1032.410034,1021.390015,1031.640015,1299300000
09-09-03,1031.640015,1031.640015,1021.140015,1023.169983,1414800000
10-09-03,1023.169983,1023.169983,1009.73999,1010.919983,1582100000
11-09-03,1010.919983,1020.880005,1010.919983,1016.419983,1335900000
12-09-03,1016.419983,1019.650024,1007.710022,1018.630005,1236700000
15-09-03,1018.630005,1019.789978,1013.590027,1014.809998,1151300000
16-09-03,1014.809998,1029.660034,1014.809998,1029.319946,1403200000
17-09-03,1029.319946,1031.339966,1024.530029,1025.969971,1338210000
18-09-03,1025.969971,1040.160034,1025.75,1039.579956,1498800000
19-09-03,1039.579956,1040.290039,1031.890015,1036.300049,1518600000
22-09-03,1036.300049,1036.300049,1018.299988,1022.820007,1278800000
23-09-03,1022.820007,1030.119995,1021.539978,1029.030029,1301700000
24-09-03,1029.030029,1029.829956,1008.929993,1009.380005,1556000000
25-09-03,1009.380005,1015.969971,1003.26001,1003.27002,1530000000
26-09-03,1003.27002,1003.450012,996.080017,996.849976,1472500000
29-09-03,996.849976,1006.890015,995.309998,1006.580017,1366500000
30-09-03,1006.580017,1006.580017,990.359985,995.969971,1590500000
01-10-03,995.969971,1018.219971,995.969971,1018.219971,1566300000
02-10-03,1018.219971,1021.869995,1013.380005,1020.23999,1269300000
03-10-03,1020.23999,1039.310059,1020.23999,1029.849976,1570500000
06-10-03,1029.849976,1036.47998,1029.150024,1034.349976,1025800000
07-10-03,1034.349976,1039.25,1026.27002,1039.25,1279500000
08-10-03,1039.25,1040.060059,1030.959961,1033.780029,1262500000
09-10-03,1033.780029,1048.280029,1033.780029,1038.7299,1578700000
10-10-03,1038.72998,1040.839966,1035.73999,1038.060059,1108100000
13-10-03,1038.060059,1048.900024,1038.060059,1045.349976,1040500000
14-10-03,1045.349976,1049.48999,1040.839966,1049.47998,1271900000
15-10-03,1049.47998,1053.790039,1043.150024,1046.76001,1521100000
16-10-03,1046.76001,1052.939941,1044.040039,1050.069946,1417700000
17-10-03,1050.069946,1051.890015,1036.569946,1039.319946,1352000000
20-10-03,1039.319946,1044.689941,1036.130005,1044.680054,1172600000
21-10-03,1044.680054,1048.569946,1042.589966,1046.030029,1498000000
22-10-03,1046.030029,1046.030029,1028.390015,1030.359985,1647200000
23-10-03,1030.359985,1035.439941,1025.890015,1033.77002,1604300000
24-10-03,1033.77002,1033.77002,1018.320007,1028.910034,	1420300000
27-10-03,1028.910034,1037.75,1028.910034,1031.130005,1371800000
28-10-03,1031.130005,1046.790039,1031.130005,1046.790039,1629200000
29-10-03,1046.790039,1049.829956,1043.349976,1048.109985,1562600000
30-10-03,1048.109985,1052.810059,1043.819946,1046.939941,1629700000
31-10-03,1046.939941,1053.089966,1046.939941,1050.709961,1498900000
03-11-03,1050.709961,1061.439941,1050.709961,1059.02002,1378200000
04-11-03,1059.02002,1059.02002,1051.699951,1053.25,1417600000
05-11-03,1053.25,1054.540039,1044.880005,1051.810059,1401800000
06-11-03,1051.810059,1058.939941,1046.930054,1058.050049,1453900000
07-11-03,1058.050049,1062.390015,1052.170044,1053.209961,1440500000
10-11-03,1053.209961,1053.650024,1045.579956,1047.109985,1243600000
11-11-03,1047.109985,1048.22998,1043.459961,1046.569946,1162500000
12-11-03,1046.569946,1059.099976,1046.569946,1058.530029,1349300000
13-11-03,1058.560059,1059.619995,1052.959961,1058.410034,1383000000
14-11-03,1058.410034,1063.650024,1048.109985,1050.349976,1356100000
17-11-03,1050.349976,1050.349976,1035.280029,1043.630005,1374300000
18-11-03,1043.630005,1048.77002,1034,1034.150024,1354300000
19-11-03,1034.150024,1043.949951,1034.150024,1042.439941,1326200000
20-11-03,1042.439941,1046.47998,1033.420044,1033.650024,1326700000
21-11-03,1033.650024,1037.569946,1031.199951,1035.280029,1273800000
24-11-03,1035.280029,1052.079956,1035.280029,1052.079956,1302800000
25-11-03,1052.079956,1058.050049,1049.310059,1053.890015,1333700000
26-11-03,1053.890015,1058.449951,1048.280029,1058.449951,1097700000
28-11-03,1058.449951,1060.630005,1056.77002,1058.199951,487220000
01-12-03,1058.199951,1070.469971,1058.199951,1070.119995,1375000000
02-12-03,1070.119995,1071.219971,1065.219971,1066.619995,1383200000
03-12-03,1066.619995,1074.300049,1064.630005,1064.72998,1441700000
04-12-03,1064.72998,1070.369995,1063.150024,1069.719971,1463100000
05-12-03,1069.719971,1069.719971,1060.089966,1061.5,1265900000
08-12-03,1061.5,1069.589966,1060.930054,1069.300049,1218900000
09-12-03,1069.300049,1071.939941,1059.160034,1060.180054,1465500000
10-12-03,1060.180054,1063.02002,1053.410034,1059.050049,1444000000
11-12-03,1059.050049,1073.630005,1059.050049,1071.209961,1441100000
12-12-03,1071.209961,	1074.76001,1067.640015,1074.140015,1223100000
15-12-03,1074.140015,1082.790039,1068,1068.040039,1520800000
16-12-03,1068.040039,	1075.939941,1068.040039,1075.130005,1547900000
17-12-03,1075.130005,1076.540039,1071.140015,1076.47998,1441700000
18-12-03,1076.47998,1089.5,1076.47998,1089.180054,1579900000
19-12-03,1089.180054,1091.060059,1084.189941,1088.660034,1657300000
22-12-03,1088.660034,	1092.939941,1086.140015,1092.939941,1251700000
23-12-03,1092.939941,1096.949951,1091.72998,1096.02002,1145300000
24-12-03,1096.02002,	1096.400024,1092.72998,1094.040039,518060000
26-12-03,1094.040039,1098.469971,1094.040039,1095.890015,356070000
29-12-03,1095.890015,	1109.47998,1095.890015,1109.47998,1058800000
30-12-03,1109.47998,1109.75,1106.410034,1109.640015,1012600000
31-12-03,1109.640015,1112.560059,1106.209961,1111.920044,1027500000
